ID	Titel	Autor	Strophen	Verse	Anthologie	Jahr	Hrsg	ID.1	Epoche	dtm_Ivis_1	dtm_Ivis_2	dtm_Ivis_balladen_sup_1	dtm_Ivis_balladen_sup_2	sonett	dtm_Ivis_sonett_1	dtm_Ivis_sonett_2	bert_Ivis_sonett_1	bert_Ivis_sonett_2	bert_Ivis_sonett_sup_1	bert_Ivis_sonett_sup_2	bert_Ivis_1	bert_Ivis_2	bert_Ivis_sup_1	bert_Ivis_sup_2	dtm_Ivis_sup_1	dtm_Ivis_sup_2
l00110082	Über den Bergen	Busse, Carl [Busse, Karl]	1	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110082	Moderne	0.4553823	-3.2034469	-3.4809966	1.2991518	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.5323816	-0.11506049	2.3937857	-0.29512498	1.3568517	0.010791408
l00110083	Stimme der Sehnsucht	Busse, Carl [Busse, Karl]	3	8	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110083	Moderne	4.2896175	0.17898570000000003	-6.6502384999999995	0.8994078999999999	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.3004649	2.627238	0.033446446	-2.7465322	-1.8452085	3.0499442
l00110084	Hochzeit	Busse, Carl [Busse, Karl]	5	5	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110084	Moderne	-0.41641247	1.023626	-2.9424443	0.9951549999999999	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.147769	0.9956785	0.65568095	0.4591156	0.64652014	0.939873
l00110085	Goldhaar der junge	Busse, Carl [Busse, Karl]	6	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110085	Moderne	-2.2327077	0.26224244	-2.8216312	0.22311935	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.0012093	-0.7321843	1.6032676	1.905437	0.85813475	0.1337029
l00110086	Das stille Königreich	Busse, Carl [Busse, Karl]	1	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110086	Moderne	-0.46830845	0.7859531999999999	-3.2509124	1.7513688000000003	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.1118698	4.324239	-0.25407925	-2.7452812	0.447812	1.543249
l00110087	Schöne Nacht	Busse, Carl [Busse, Karl]	3	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110087	Moderne	2.064311	1.3743136999999999	-3.8402905	0.98123336	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.8093542	3.6272519	-0.5171523	-2.3327844	-0.6816796	1.9871349
l00110088	Morgengruß	Conrad, Michael Georg	3	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110088	Moderne	-0.15000549	-1.9419674	-2.4204211	1.5808555	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.4015166	-1.6278602	2.9265175	1.7960786	1.3542571	-0.5462465
l00110089	Heimat	Conrad, Michael Georg	3	19	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110089	Moderne	1.3644996	0.49796933	-4.3912315	0.48156172	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-4.230893	0.31006715	-1.0614966	-2.7916222	-0.6225743	1.201656
l00110090	Pygmäen	Conradi, Hermann	3	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110090	Moderne	-2.414095	-1.547434	-2.319442	1.4643030000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.2194557	-0.41559553	1.272626	-2.1436536	1.4037769	-0.68823475
l00110091	Das verlorene Paradies	Conradi, Hermann	8	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110091	Moderne	3.6768162	-1.8334475	-5.202781	0.9083701	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.8243235	2.4881468	0.029035842	-2.4866917	-0.9650028	1.9083096
l00110092	Tiefste Qual	Conradi, Hermann	8	3	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110092	Moderne	-0.83163273	-0.00032827677	-3.4414604	1.3103323	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.0993894	2.637552	0.49721435	-2.3172252	0.16553503	0.7029723
l00110093	Sommerrosen	Conradi, Hermann	4	13	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110093	Moderne	1.3088061000000002	-0.115302324	-4.066864499999999	0.9176568000000002	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.4194531	-1.0983219	2.900146	-1.4961815	-0.43747768	1.9823234
l00110094	Fragment	Conradi, Hermann	3	8	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110094	Moderne	1.8574623	-0.049396906	-3.2360398999999997	0.8767064	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.7337508	-0.20867877	2.910126	-1.6536779	0.493475	1.5380263
l00110095	Gewißheit	Conradi, Hermann	2	5	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110095	Moderne	3.2738384999999997	-1.8628997999999999	-3.9214102999999993	0.054731525	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.2614977	-1.5416363	3.2875066	-1.4203964	-0.9106568	2.3760657
l00110096	Geruch der Walderde [Gesänge der Düfte]	Dauthendey, Max [Dauthendey, Maximilian; alt. Dauthendey, Maxim]	2	7	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110096	Moderne	-1.9200348999999999	-0.31226328	-1.8519093	1.3487625	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.7108158	-2.6564772	3.993424	4.054681	1.5723186	0.7996762
l00110097	Jasmin [Gesänge der Düfte]	Dauthendey, Max [Dauthendey, Maximilian; alt. Dauthendey, Maxim]	1	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110097	Moderne	-0.23517238	-3.7629947999999995	-0.39187884	0.63501287	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.67325836	-2.469363	4.6062226	3.8131237	2.4247215	0.2017374
l00110098	Am süßen lila Kleefeld vorbei [Reliquien]	Dauthendey, Max [Dauthendey, Maximilian; alt. Dauthendey, Maxim]	2	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110098	Moderne	1.1595837	-3.3262277	-3.5960129999999997	1.3222573	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.7629516	-0.97847795	2.7308686	0.96604615	1.8454192	0.9752529
l00110099	Maimond über dem Dach [Reliquien]	Dauthendey, Max [Dauthendey, Maximilian; alt. Dauthendey, Maxim]	1	10	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110099	Moderne	-0.13959081	-4.262044	-1.7587373	1.9369273	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.3221371	-2.2373936	4.3374286	2.852615	2.235553	-0.81128937
l00110100	Die Nacht lastet hart [Reliquien]	Dauthendey, Max [Dauthendey, Maximilian; alt. Dauthendey, Maxim]	1	9	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110100	Moderne	1.435919	-3.4968800000000004	-3.7507355000000002	0.73934495	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.8379569	-1.4266988	2.6710699	-0.4414147	1.932718	0.650683
l00110101	Ich habe sogar zum Himmel gerufen [Reliquien]	Dauthendey, Max [Dauthendey, Maximilian; alt. Dauthendey, Maxim]	1	17	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110101	Moderne	2.0524528	0.06525902	-4.177912999999999	0.35297006	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-4.4092774	-1.3377997	1.9132183	-2.870321	-0.5679467	2.272974
l00110102	Meine Augen voll Asche [Reliquien]	Dauthendey, Max [Dauthendey, Maximilian; alt. Dauthendey, Maxim]	1	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110102	Moderne	4.406264	-1.4239643999999998	-4.284155	1.2229624	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.4887444	-0.005120226	1.9132018	-0.71346617	-0.91578853	3.4610682
l00110103	Wer rief? [Reliquien]	Dauthendey, Max [Dauthendey, Maximilian; alt. Dauthendey, Maxim]	9	1	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110103	Moderne	1.7638341	-1.5633625	-3.7142217000000004	0.7632807	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.5908072	1.7448226	1.2313335	-0.25850818	0.10764143	1.5780087
l00110104	Die Glocken läuten in den Stühlen [Herzlied]	Dauthendey, Max [Dauthendey, Maximilian; alt. Dauthendey, Maxim]	3	2	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110104	Moderne	1.7427622999999999	-0.80267394	-4.038338700000001	1.2209473	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.0751333	-1.469653	3.0207326	1.2621771	-0.18364987	1.5602145
l00110105	Ich schaute in den Garten [Herzlied]	Dauthendey, Max [Dauthendey, Maximilian; alt. Dauthendey, Maxim]	1	7	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110105	Moderne	2.1991384	-1.0523696000000002	-4.2881746	1.2298284	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.07945154	-1.784157	2.9567854	-0.70726085	-0.23583317	2.13286
l00110106	Die Raben schreien wie verwundet [Herzlied]	Dauthendey, Max [Dauthendey, Maximilian; alt. Dauthendey, Maxim]	1	10	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110106	Moderne	-1.415643	-0.29253954	-2.7841964	1.5215374	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.65459067	-2.1898892	3.062234	0.80613416	1.6634206	0.38989183
l00110107	Am Wege	David, Jakob Julius [alt. David, J. J.]	2	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110107	Moderne	2.7208166	-2.1816354	-4.4956427	0.64847505	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.7173291	3.1418407	0.6209946	-1.0477308	-1.620616	3.1960957
l00110108	Turm der Schrecken	David, Jakob Julius [alt. David, J. J.]	3	2	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110108	Moderne	-0.66660684	-1.2004051000000002	-3.1087662999999996	0.5399295999999999	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.43877718	2.181646	0.3865316	-0.97327137	0.5799314	0.084864154
l00110109	Lethe	David, Jakob Julius [alt. David, J. J.]	6	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110109	Moderne	3.6545862999999996	-1.2096363	-5.135726	0.09007398	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.050972503	-0.8554861	1.6003838	-0.14920826	-1.1732534	2.1641316
l00110110	Mein Trinklied	Dehmel, Richard	3	11	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110110	Moderne	-0.07772048599999999	-1.1756566000000002	-2.3545783	1.1326506	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-4.4780207	1.428288	-0.8514796	-3.0444555	0.7506875	0.16409929
l00110111	Hieroglyphe	Dehmel, Richard	2	7	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110111	Moderne	-1.6957625	-1.3769126	-3.4460550000000003	1.5311967	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.45967963	2.7227733	0.4335782	-1.178709	0.55807805	1.0628552
l00110112	Venus Primitiva	Dehmel, Richard	8	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110112	Moderne	2.1655352000000003	-2.2686612999999998	-4.1352150000000005	0.82653636	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.8472544	2.3463614	-0.24890181	-2.041944	-0.40728447	1.8576796
l00110113	Helle Nacht	Dehmel, Richard	3	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110113	Moderne	-2.0283132	-2.5004807000000002	-2.5806807999999997	2.1953204	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.035754	-1.1327014	0.7380122	1.0150068	1.7592562	-0.74735844
l00110114	Beichtgang	Dehmel, Richard	1	13	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110114	Moderne	2.6198892999999996	1.0816586000000001	-4.3924494	1.6047387	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-5.815667	3.1796608	-1.3428978	-3.8785477	-0.74278116	2.225166
l00110115	Drückende Luft	Dehmel, Richard	5	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110115	Moderne	-0.16178387	-2.836532	-3.0222217999999996	0.73905957	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.2670727	-2.2595954	3.2306554	2.891361	1.3250563	-0.09350555
l00110116	Venus Regina	Dehmel, Richard	13	24	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110116	Moderne	2.8450894	-0.9613691999999999	-4.7109559999999995	0.88184965	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-4.520943	0.3459803	-0.3637813	-3.301081	-1.2309968	1.6888635
l00110117	Die Harfe	Dehmel, Richard	9	5	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110117	Moderne	1.9997398999999998	-2.5763652	-3.8941078	0.37466982	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.4363649	-1.4310211	2.8603683	1.331759	0.4095526	1.2791283
l00110118	Geheimnis	Dehmel, Richard	1	7	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110118	Moderne	-0.7368316	-1.1409035	-2.5779054	1.7572191000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-4.5688314	0.30770338	-0.085083164	-2.9929078	1.9164282	0.77363145
l00110119	Über den Wassern	Dehmel, Richard	6	7	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110119	Moderne	-0.10111278	-2.216715	-2.338677	1.3437645	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.5372113	-1.7345778	3.0557487	-0.04641917	0.95545983	0.26705703
l00110120	Manche Nacht	Dehmel, Richard	3	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110120	Moderne	0.24206245	-1.1572572	-3.2726161	1.6141849	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.601432	-1.8755068	4.0035768	2.771139	0.5568445	0.47948095
l00110121	Die stille Stadt	Dehmel, Richard	3	5	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110121	Moderne	-0.28494555	-0.7153583	-2.9612644	1.0518076	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.4452195	-2.0907013	3.5094945	2.89204	0.78532183	2.1526039
l00110122	Der Arbeitsmann	Dehmel, Richard	3	7	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110122	Moderne	-2.7763622000000003	1.1663462	-3.4840994	0.87851197	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.3899812	0.8485266	1.5489521	-0.8178017	2.1750257	0.42538926
l00110123	Lied an meinen Sohn	Dehmel, Richard	4	7	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110123	Moderne	1.3190539	-1.3253502000000001	-3.3186677	0.741097	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.2391384	1.2652024	0.013306823	-1.8560693	0.77236104	0.03102339
l00110124	Hohes Lied	Dehmel, Richard	4	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110124	Moderne	-0.04583746	-0.9428196	-3.12575	0.36916533	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.29443106	0.49764118	1.2136528	-0.6762815	0.5353668	1.2820162
l00110125	Vater- und Mutterliebe	Diesener, Helene	3	10	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110125	Moderne	3.9086342000000003	0.9080893	-5.130712	0.28399309999999994	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.278052	3.3889961	2.3011875	-1.4735767	-1.6432744	2.6334631
l00110126	Die trippelnden Füße	Diesener, Helene	3	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110126	Moderne	0.33329284	-2.9835543999999996	-3.4399910000000005	0.5678984	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.32931924	0.057268113	0.780343	-0.22450085	1.1422598	-0.30946591
l00110127	Interieur	Dörmann, Felix	1	18	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110127	Moderne	-1.011031	0.32877502	-3.642123	0.88093287	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.9871953	-1.718545	3.4048734	-2.4727376	0.95245457	0.3832191
l00110128	Interieur	Dörmann, Felix	1	22	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110128	Moderne	0.31585455	1.1790398000000002	-3.2457955000000003	0.7507597	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-4.826996	-1.2870216	1.9569055	-3.253782	0.4396116	1.243578
l00110129	Was ich liebe	Dörmann, Felix	6	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110129	Moderne	2.1715117000000004	-3.1079592999999996	-3.9126766	1.0678484	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.3770528	-1.2392964	3.3400354	1.980915	1.1467491	1.0313121
l00110130	Elevatio	Eichhorn, Maria [Pseud. Dolorosa]	4	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110130	Moderne	0.6819270000000001	0.9565792	-3.5134754	0.5727413	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.07991257	-0.5358366	2.0712647	-0.30039302	-0.16463341	1.343923
l00110131	Regina martyrum	Eichhorn, Maria [Pseud. Dolorosa]	6	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110131	Moderne	3.320012	0.62305	-4.3639269999999994	1.3905998	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.5482848	1.5866034	0.2435239	-1.8082203	-0.8471581	1.9099205
l00110132	Laubhütten	Eichhorn, Maria [Pseud. Dolorosa]	3	7	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110132	Moderne	-1.257596	-0.1015349	-3.4036784	1.0220361	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-4.2526865	-0.71450245	0.42457527	-3.2575877	0.89188874	0.17198123
l00110133	Der Prophet	Donath, Adolf	14	5	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110133	Moderne	-1.6053456	-1.039125	-2.8449676	1.1017898000000002	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.600685	0.7415764	1.5025944	0.3840111	0.56849825	0.06394727
l00110134	Geigender Mönch	Engels, Alexander	4	2	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110134	Moderne	0.45255125	-1.2512861000000002	-3.4271513999999996	0.67240477	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.4235046	-1.8835458	3.180302	2.0695097	1.2946379	1.2627879
l00110135	Der gutmütige Tod	Engels, Alexander	3	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110135	Moderne	-1.5149579	-1.789404	-2.0367055	1.2854415000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.9727793	-1.9068991	2.0228534	2.822196	1.9230504	-0.262882
l00110136	Der Erbe	Ernst, Otto [vollst. Otto Ernst Schmidt]	7	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110136	Moderne	3.0366397000000003	-0.7152255999999999	-3.7736964	0.3313879	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.046723	0.6339641	1.623597	0.4271271	-0.73088574	1.9226626
l00110137	Lütt Jan	Ernst, Otto [vollst. Otto Ernst Schmidt]	10	2	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110137	Moderne	-0.705436	-0.10395631	-2.3575169999999996	0.91404545	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	4.1564627	-0.57484925	2.5148196	2.153051	0.65636873	0.41294703
l00110138	Timm Clasen	Ernst, Otto [vollst. Otto Ernst Schmidt]	7	5	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110138	Moderne	-1.2845558000000001	0.30535245	-3.2498994	1.0793288	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.83518755	1.9944192	0.5604992	-0.34302002	0.4285816	0.91744035
l00110139	Das Lied des Fischers	Etzwein, Hermann	4	8	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110139	Moderne	1.3397913000000001	0.5464293	-4.7506379999999995	0.35126820000000003	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.59535515	-0.92800015	1.7157911	-0.9669619	-0.30903417	1.6482542
l00110140	Der Leser	Etzwein, Hermann	1	6	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110140	Moderne	1.0730917	1.2047511	-1.5215211000000002	1.2539407	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.3922026	-1.7677629	3.1801417	-0.58124137	1.003932	0.7068865
l00110141	Feldweg	Evers, Franz	5	4	Moderne Deutsche Lyrik. Mit einer literargeschichtlichen Einleitung und biographischen Notizen, hrsg. von Hans Benzmann. Leipzig 1904.	1904	Benzmann, Hans	l00110141	Moderne	-0.19359949999999998	0.88641673	-3.5925629999999997	1.0431840000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.4551878	0.00087271444	2.2356226	1.1354052	-0.120676026	1.177096
