,Source,Target,Weight,Type
406,lyrik_lemma_l00180031,lyrik_lemma_l00180005,2,undirected
407,lyrik_lemma_l00180031,lyrik_lemma_l00180033,3,undirected
408,lyrik_lemma_l00180031,lyrik_lemma_l00180058,1,undirected
409,lyrik_lemma_l00180031,lyrik_lemma_l00180207,3,undirected
410,lyrik_lemma_l00180032,lyrik_lemma_l00180005,1,undirected
411,lyrik_lemma_l00180032,lyrik_lemma_l00180006,3,undirected
412,lyrik_lemma_l00180032,lyrik_lemma_l00180067,2,undirected
413,lyrik_lemma_l00180033,lyrik_lemma_l00180011,1,undirected
414,lyrik_lemma_l00180033,lyrik_lemma_l00180031,3,undirected
415,lyrik_lemma_l00180033,lyrik_lemma_l00180058,3,undirected
416,lyrik_lemma_l00180033,lyrik_lemma_l00180164,3,undirected
417,lyrik_lemma_l00180033,lyrik_lemma_l00180201,3,undirected
418,lyrik_lemma_l00180034,lyrik_lemma_l00180005,1,undirected
419,lyrik_lemma_l00180034,lyrik_lemma_l00180013,3,undirected
420,lyrik_lemma_l00180034,lyrik_lemma_l00180207,2,undirected
421,lyrik_lemma_l00180035,lyrik_lemma_l00180067,1,undirected
422,lyrik_lemma_l00180035,lyrik_lemma_l00180086,3,undirected
423,lyrik_lemma_l00180035,lyrik_lemma_l00180207,2,undirected
424,lyrik_lemma_l00180036,lyrik_lemma_l00180011,2,undirected
425,lyrik_lemma_l00180036,lyrik_lemma_l00180029,1,undirected
426,lyrik_lemma_l00180036,lyrik_lemma_l00180207,3,undirected
427,lyrik_lemma_l00180037,lyrik_lemma_l00180041,1,undirected
428,lyrik_lemma_l00180037,lyrik_lemma_l00180046,2,undirected
429,lyrik_lemma_l00180037,lyrik_lemma_l00180182,1,undirected
430,lyrik_lemma_l00180037,lyrik_lemma_l00180189,3,undirected
431,lyrik_lemma_l00180038,lyrik_lemma_l00180010,3,undirected
432,lyrik_lemma_l00180038,lyrik_lemma_l00180022,1,undirected
433,lyrik_lemma_l00180038,lyrik_lemma_l00180207,2,undirected
434,lyrik_lemma_l00180039,lyrik_lemma_l00180013,1,undirected
435,lyrik_lemma_l00180039,lyrik_lemma_l00180202,2,undirected
436,lyrik_lemma_l00180039,lyrik_lemma_l00180207,3,undirected
437,lyrik_lemma_l00180040,lyrik_lemma_l00180009,2,undirected
438,lyrik_lemma_l00180040,lyrik_lemma_l00180010,1,undirected
439,lyrik_lemma_l00180040,lyrik_lemma_l00180019,3,undirected
440,lyrik_lemma_l00180041,lyrik_lemma_l00180005,2,undirected
441,lyrik_lemma_l00180041,lyrik_lemma_l00180006,3,undirected
442,lyrik_lemma_l00180041,lyrik_lemma_l00180037,1,undirected
443,lyrik_lemma_l00180041,lyrik_lemma_l00180042,1,undirected
444,lyrik_lemma_l00180041,lyrik_lemma_l00180207,1,undirected
445,lyrik_lemma_l00180042,lyrik_lemma_l00180041,1,undirected
446,lyrik_lemma_l00180042,lyrik_lemma_l00180068,2,undirected
447,lyrik_lemma_l00180042,lyrik_lemma_l00180189,3,undirected
448,lyrik_lemma_l00180043,lyrik_lemma_l00180082,1,undirected
449,lyrik_lemma_l00180043,lyrik_lemma_l00180207,3,undirected
450,lyrik_lemma_l00180043,lyrik_lemma_l00180210,2,undirected
451,lyrik_lemma_l00180044,lyrik_lemma_l00180053,3,undirected
452,lyrik_lemma_l00180044,lyrik_lemma_l00180153,1,undirected
453,lyrik_lemma_l00180044,lyrik_lemma_l00180207,2,undirected
454,lyrik_lemma_l00180045,lyrik_lemma_l00180011,1,undirected
455,lyrik_lemma_l00180045,lyrik_lemma_l00180048,2,undirected
456,lyrik_lemma_l00180045,lyrik_lemma_l00180050,5,undirected
457,lyrik_lemma_l00180045,lyrik_lemma_l00180156,2,undirected
458,lyrik_lemma_l00180045,lyrik_lemma_l00180207,3,undirected
459,lyrik_lemma_l00180046,lyrik_lemma_l00180037,2,undirected
460,lyrik_lemma_l00180046,lyrik_lemma_l00180060,3,undirected
461,lyrik_lemma_l00180046,lyrik_lemma_l00180079,3,undirected
462,lyrik_lemma_l00180046,lyrik_lemma_l00180120,1,undirected
463,lyrik_lemma_l00180046,lyrik_lemma_l00180129,1,undirected
464,lyrik_lemma_l00180046,lyrik_lemma_l00180160,2,undirected
465,lyrik_lemma_l00180046,lyrik_lemma_l00180182,3,undirected
466,lyrik_lemma_l00180046,lyrik_lemma_l00180183,1,undirected
467,lyrik_lemma_l00180046,lyrik_lemma_l00180186,1,undirected
468,lyrik_lemma_l00180046,lyrik_lemma_l00180187,5,undirected
469,lyrik_lemma_l00180046,lyrik_lemma_l00180188,1,undirected
470,lyrik_lemma_l00180046,lyrik_lemma_l00180190,1,undirected
471,lyrik_lemma_l00180047,lyrik_lemma_l00180059,2,undirected
472,lyrik_lemma_l00180047,lyrik_lemma_l00180189,3,undirected
473,lyrik_lemma_l00180047,lyrik_lemma_l00180210,1,undirected
474,lyrik_lemma_l00180048,lyrik_lemma_l00180045,2,undirected
475,lyrik_lemma_l00180048,lyrik_lemma_l00180103,1,undirected
476,lyrik_lemma_l00180048,lyrik_lemma_l00180216,3,undirected
477,lyrik_lemma_l00180049,lyrik_lemma_l00180053,3,undirected
478,lyrik_lemma_l00180049,lyrik_lemma_l00180117,3,undirected
479,lyrik_lemma_l00180049,lyrik_lemma_l00180125,1,undirected
480,lyrik_lemma_l00180049,lyrik_lemma_l00180160,2,undirected
481,lyrik_lemma_l00180049,lyrik_lemma_l00180206,1,undirected
482,lyrik_lemma_l00180050,lyrik_lemma_l00180019,2,undirected
483,lyrik_lemma_l00180050,lyrik_lemma_l00180045,5,undirected
484,lyrik_lemma_l00180050,lyrik_lemma_l00180207,1,undirected
485,lyrik_lemma_l00180051,lyrik_lemma_l00180056,1,undirected
486,lyrik_lemma_l00180051,lyrik_lemma_l00180062,2,undirected
487,lyrik_lemma_l00180051,lyrik_lemma_l00180080,1,undirected
488,lyrik_lemma_l00180051,lyrik_lemma_l00180096,2,undirected
489,lyrik_lemma_l00180051,lyrik_lemma_l00180100,2,undirected
490,lyrik_lemma_l00180051,lyrik_lemma_l00180156,1,undirected
491,lyrik_lemma_l00180051,lyrik_lemma_l00180160,3,undirected
492,lyrik_lemma_l00180051,lyrik_lemma_l00180174,1,undirected
493,lyrik_lemma_l00180051,lyrik_lemma_l00180194,2,undirected
494,lyrik_lemma_l00180051,lyrik_lemma_l00180211,1,undirected
495,lyrik_lemma_l00180052,lyrik_lemma_l00180005,1,undirected
496,lyrik_lemma_l00180052,lyrik_lemma_l00180006,2,undirected
497,lyrik_lemma_l00180052,lyrik_lemma_l00180054,1,undirected
498,lyrik_lemma_l00180052,lyrik_lemma_l00180186,2,undirected
499,lyrik_lemma_l00180052,lyrik_lemma_l00180192,2,undirected
500,lyrik_lemma_l00180052,lyrik_lemma_l00180207,3,undirected
501,lyrik_lemma_l00180052,lyrik_lemma_l00180221,2,undirected
502,lyrik_lemma_l00180053,lyrik_lemma_l00180005,3,undirected
503,lyrik_lemma_l00180053,lyrik_lemma_l00180006,2,undirected
504,lyrik_lemma_l00180053,lyrik_lemma_l00180011,1,undirected
505,lyrik_lemma_l00180053,lyrik_lemma_l00180021,1,undirected
506,lyrik_lemma_l00180053,lyrik_lemma_l00180044,3,undirected
507,lyrik_lemma_l00180053,lyrik_lemma_l00180049,3,undirected
508,lyrik_lemma_l00180053,lyrik_lemma_l00180057,2,undirected
509,lyrik_lemma_l00180053,lyrik_lemma_l00180085,1,undirected
510,lyrik_lemma_l00180053,lyrik_lemma_l00180101,2,undirected
511,lyrik_lemma_l00180053,lyrik_lemma_l00180107,2,undirected
512,lyrik_lemma_l00180053,lyrik_lemma_l00180123,1,undirected
513,lyrik_lemma_l00180053,lyrik_lemma_l00180184,1,undirected
514,lyrik_lemma_l00180053,lyrik_lemma_l00180203,1,undirected
515,lyrik_lemma_l00180053,lyrik_lemma_l00180206,2,undirected
516,lyrik_lemma_l00180054,lyrik_lemma_l00180052,1,undirected
517,lyrik_lemma_l00180054,lyrik_lemma_l00180129,3,undirected
518,lyrik_lemma_l00180054,lyrik_lemma_l00180207,2,undirected
519,lyrik_lemma_l00180055,lyrik_lemma_l00180098,2,undirected
520,lyrik_lemma_l00180055,lyrik_lemma_l00180165,1,undirected
521,lyrik_lemma_l00180055,lyrik_lemma_l00180207,3,undirected
522,lyrik_lemma_l00180056,lyrik_lemma_l00180051,1,undirected
523,lyrik_lemma_l00180056,lyrik_lemma_l00180060,1,undirected
524,lyrik_lemma_l00180056,lyrik_lemma_l00180129,2,undirected
525,lyrik_lemma_l00180056,lyrik_lemma_l00180160,3,undirected
526,lyrik_lemma_l00180056,lyrik_lemma_l00180166,2,undirected
527,lyrik_lemma_l00180057,lyrik_lemma_l00180053,2,undirected
528,lyrik_lemma_l00180057,lyrik_lemma_l00180059,1,undirected
529,lyrik_lemma_l00180057,lyrik_lemma_l00180207,3,undirected
530,lyrik_lemma_l00180058,lyrik_lemma_l00180031,1,undirected
531,lyrik_lemma_l00180058,lyrik_lemma_l00180033,3,undirected
532,lyrik_lemma_l00180058,lyrik_lemma_l00180123,4,undirected
533,lyrik_lemma_l00180059,lyrik_lemma_l00180005,1,undirected
534,lyrik_lemma_l00180059,lyrik_lemma_l00180047,2,undirected
535,lyrik_lemma_l00180059,lyrik_lemma_l00180057,1,undirected
536,lyrik_lemma_l00180059,lyrik_lemma_l00180067,3,undirected
537,lyrik_lemma_l00180059,lyrik_lemma_l00180093,1,undirected
538,lyrik_lemma_l00180059,lyrik_lemma_l00180127,1,undirected
539,lyrik_lemma_l00180059,lyrik_lemma_l00180140,1,undirected
540,lyrik_lemma_l00180059,lyrik_lemma_l00180207,2,undirected
541,lyrik_lemma_l00180059,lyrik_lemma_l00180209,2,undirected
542,lyrik_lemma_l00180059,lyrik_lemma_l00180215,2,undirected
543,lyrik_lemma_l00180060,lyrik_lemma_l00180046,3,undirected
544,lyrik_lemma_l00180060,lyrik_lemma_l00180056,1,undirected
545,lyrik_lemma_l00180060,lyrik_lemma_l00180116,2,undirected
546,lyrik_lemma_l00180061,lyrik_lemma_l00180006,3,undirected
547,lyrik_lemma_l00180061,lyrik_lemma_l00180011,1,undirected
548,lyrik_lemma_l00180061,lyrik_lemma_l00180166,1,undirected
549,lyrik_lemma_l00180061,lyrik_lemma_l00180207,2,undirected
550,lyrik_lemma_l00180062,lyrik_lemma_l00180051,2,undirected
551,lyrik_lemma_l00180062,lyrik_lemma_l00180080,1,undirected
552,lyrik_lemma_l00180062,lyrik_lemma_l00180174,3,undirected
553,lyrik_lemma_l00180062,lyrik_lemma_l00180207,3,undirected
554,lyrik_lemma_l00180063,lyrik_lemma_l00180006,2,undirected
555,lyrik_lemma_l00180063,lyrik_lemma_l00180067,1,undirected
556,lyrik_lemma_l00180063,lyrik_lemma_l00180207,3,undirected
557,lyrik_lemma_l00180064,lyrik_lemma_l00180011,1,undirected
558,lyrik_lemma_l00180064,lyrik_lemma_l00180124,2,undirected
559,lyrik_lemma_l00180064,lyrik_lemma_l00180221,3,undirected
560,lyrik_lemma_l00180065,lyrik_lemma_l00180168,2,undirected
561,lyrik_lemma_l00180065,lyrik_lemma_l00180200,3,undirected
562,lyrik_lemma_l00180065,lyrik_lemma_l00180207,1,undirected
563,lyrik_lemma_l00180066,lyrik_lemma_l00180013,3,undirected
564,lyrik_lemma_l00180066,lyrik_lemma_l00180070,2,undirected
565,lyrik_lemma_l00180066,lyrik_lemma_l00180201,1,undirected
566,lyrik_lemma_l00180067,lyrik_lemma_l00180005,2,undirected
567,lyrik_lemma_l00180067,lyrik_lemma_l00180006,6,undirected
568,lyrik_lemma_l00180067,lyrik_lemma_l00180008,2,undirected
569,lyrik_lemma_l00180067,lyrik_lemma_l00180010,2,undirected
570,lyrik_lemma_l00180067,lyrik_lemma_l00180019,1,undirected
571,lyrik_lemma_l00180067,lyrik_lemma_l00180032,2,undirected
572,lyrik_lemma_l00180067,lyrik_lemma_l00180035,1,undirected
573,lyrik_lemma_l00180067,lyrik_lemma_l00180059,3,undirected
574,lyrik_lemma_l00180067,lyrik_lemma_l00180063,1,undirected
575,lyrik_lemma_l00180067,lyrik_lemma_l00180068,5,undirected
576,lyrik_lemma_l00180067,lyrik_lemma_l00180076,2,undirected
577,lyrik_lemma_l00180067,lyrik_lemma_l00180087,2,undirected
578,lyrik_lemma_l00180067,lyrik_lemma_l00180091,3,undirected
579,lyrik_lemma_l00180067,lyrik_lemma_l00180094,1,undirected
580,lyrik_lemma_l00180067,lyrik_lemma_l00180117,1,undirected
581,lyrik_lemma_l00180067,lyrik_lemma_l00180121,3,undirected
582,lyrik_lemma_l00180067,lyrik_lemma_l00180124,4,undirected
583,lyrik_lemma_l00180067,lyrik_lemma_l00180143,1,undirected
584,lyrik_lemma_l00180067,lyrik_lemma_l00180147,3,undirected
585,lyrik_lemma_l00180067,lyrik_lemma_l00180153,2,undirected
586,lyrik_lemma_l00180067,lyrik_lemma_l00180159,3,undirected
587,lyrik_lemma_l00180067,lyrik_lemma_l00180163,3,undirected
588,lyrik_lemma_l00180067,lyrik_lemma_l00180172,1,undirected
589,lyrik_lemma_l00180067,lyrik_lemma_l00180195,1,undirected
590,lyrik_lemma_l00180067,lyrik_lemma_l00180198,2,undirected
591,lyrik_lemma_l00180067,lyrik_lemma_l00180216,3,undirected
592,lyrik_lemma_l00180068,lyrik_lemma_l00180006,1,undirected
593,lyrik_lemma_l00180068,lyrik_lemma_l00180042,2,undirected
594,lyrik_lemma_l00180068,lyrik_lemma_l00180067,5,undirected
595,lyrik_lemma_l00180068,lyrik_lemma_l00180124,1,undirected
596,lyrik_lemma_l00180068,lyrik_lemma_l00180153,1,undirected
597,lyrik_lemma_l00180068,lyrik_lemma_l00180162,2,undirected
598,lyrik_lemma_l00180068,lyrik_lemma_l00180213,5,undirected
599,lyrik_lemma_l00180069,lyrik_lemma_l00180209,3,undirected
600,lyrik_lemma_l00180069,lyrik_lemma_l00180225,2,undirected
601,lyrik_lemma_l00180069,lyrik_lemma_l00180226,1,undirected
602,lyrik_lemma_l00180070,lyrik_lemma_l00180013,3,undirected
603,lyrik_lemma_l00180070,lyrik_lemma_l00180066,2,undirected
604,lyrik_lemma_l00180070,lyrik_lemma_l00180132,2,undirected
605,lyrik_lemma_l00180070,lyrik_lemma_l00180172,1,undirected
606,lyrik_lemma_l00180070,lyrik_lemma_l00180194,1,undirected
607,lyrik_lemma_l00180070,lyrik_lemma_l00180206,2,undirected
608,lyrik_lemma_l00180071,lyrik_lemma_l00180006,1,undirected
609,lyrik_lemma_l00180071,lyrik_lemma_l00180027,3,undirected
610,lyrik_lemma_l00180071,lyrik_lemma_l00180204,2,undirected
611,lyrik_lemma_l00180072,lyrik_lemma_l00180006,3,undirected
612,lyrik_lemma_l00180072,lyrik_lemma_l00180196,1,undirected
613,lyrik_lemma_l00180072,lyrik_lemma_l00180204,2,undirected
614,lyrik_lemma_l00180073,lyrik_lemma_l00180013,1,undirected
615,lyrik_lemma_l00180073,lyrik_lemma_l00180019,2,undirected
616,lyrik_lemma_l00180073,lyrik_lemma_l00180207,3,undirected
617,lyrik_lemma_l00180074,lyrik_lemma_l00180013,1,undirected
618,lyrik_lemma_l00180074,lyrik_lemma_l00180019,3,undirected
619,lyrik_lemma_l00180074,lyrik_lemma_l00180204,2,undirected
620,lyrik_lemma_l00180075,lyrik_lemma_l00180013,3,undirected
621,lyrik_lemma_l00180075,lyrik_lemma_l00180121,2,undirected
622,lyrik_lemma_l00180075,lyrik_lemma_l00180149,1,undirected
623,lyrik_lemma_l00180076,lyrik_lemma_l00180006,3,undirected
624,lyrik_lemma_l00180076,lyrik_lemma_l00180029,1,undirected
625,lyrik_lemma_l00180076,lyrik_lemma_l00180067,2,undirected
626,lyrik_lemma_l00180077,lyrik_lemma_l00180189,3,undirected
627,lyrik_lemma_l00180077,lyrik_lemma_l00180197,1,undirected
628,lyrik_lemma_l00180077,lyrik_lemma_l00180207,2,undirected
629,lyrik_lemma_l00180078,lyrik_lemma_l00180006,3,undirected
630,lyrik_lemma_l00180078,lyrik_lemma_l00180186,2,undirected
631,lyrik_lemma_l00180078,lyrik_lemma_l00180189,1,undirected
632,lyrik_lemma_l00180079,lyrik_lemma_l00180046,3,undirected
633,lyrik_lemma_l00180079,lyrik_lemma_l00180080,2,undirected
634,lyrik_lemma_l00180079,lyrik_lemma_l00180129,1,undirected
635,lyrik_lemma_l00180080,lyrik_lemma_l00180027,2,undirected
636,lyrik_lemma_l00180080,lyrik_lemma_l00180051,1,undirected
637,lyrik_lemma_l00180080,lyrik_lemma_l00180062,1,undirected
638,lyrik_lemma_l00180080,lyrik_lemma_l00180079,2,undirected
639,lyrik_lemma_l00180080,lyrik_lemma_l00180092,1,undirected
640,lyrik_lemma_l00180080,lyrik_lemma_l00180093,2,undirected
641,lyrik_lemma_l00180080,lyrik_lemma_l00180100,2,undirected
642,lyrik_lemma_l00180080,lyrik_lemma_l00180134,3,undirected
643,lyrik_lemma_l00180080,lyrik_lemma_l00180170,4,undirected
644,lyrik_lemma_l00180080,lyrik_lemma_l00180185,2,undirected
645,lyrik_lemma_l00180080,lyrik_lemma_l00180207,3,undirected
646,lyrik_lemma_l00180080,lyrik_lemma_l00180225,3,undirected
647,lyrik_lemma_l00180081,lyrik_lemma_l00180019,3,undirected
648,lyrik_lemma_l00180081,lyrik_lemma_l00180160,2,undirected
649,lyrik_lemma_l00180081,lyrik_lemma_l00180222,1,undirected
650,lyrik_lemma_l00180082,lyrik_lemma_l00180043,1,undirected
651,lyrik_lemma_l00180082,lyrik_lemma_l00180172,3,undirected
652,lyrik_lemma_l00180082,lyrik_lemma_l00180207,1,undirected
653,lyrik_lemma_l00180082,lyrik_lemma_l00180210,2,undirected
654,lyrik_lemma_l00180083,lyrik_lemma_l00180006,2,undirected
655,lyrik_lemma_l00180083,lyrik_lemma_l00180009,1,undirected
656,lyrik_lemma_l00180083,lyrik_lemma_l00180019,3,undirected
657,lyrik_lemma_l00180084,lyrik_lemma_l00180013,1,undirected
658,lyrik_lemma_l00180084,lyrik_lemma_l00180019,3,undirected
659,lyrik_lemma_l00180084,lyrik_lemma_l00180201,2,undirected
660,lyrik_lemma_l00180085,lyrik_lemma_l00180006,2,undirected
661,lyrik_lemma_l00180085,lyrik_lemma_l00180053,1,undirected
662,lyrik_lemma_l00180085,lyrik_lemma_l00180207,3,undirected
663,lyrik_lemma_l00180086,lyrik_lemma_l00180006,1,undirected
664,lyrik_lemma_l00180086,lyrik_lemma_l00180011,5,undirected
665,lyrik_lemma_l00180086,lyrik_lemma_l00180024,1,undirected
666,lyrik_lemma_l00180086,lyrik_lemma_l00180035,3,undirected
667,lyrik_lemma_l00180086,lyrik_lemma_l00180155,3,undirected
668,lyrik_lemma_l00180086,lyrik_lemma_l00180207,2,undirected
669,lyrik_lemma_l00180087,lyrik_lemma_l00180006,3,undirected
670,lyrik_lemma_l00180087,lyrik_lemma_l00180067,2,undirected
671,lyrik_lemma_l00180087,lyrik_lemma_l00180137,1,undirected
672,lyrik_lemma_l00180087,lyrik_lemma_l00180207,1,undirected
673,lyrik_lemma_l00180088,lyrik_lemma_l00180013,1,undirected
674,lyrik_lemma_l00180088,lyrik_lemma_l00180201,2,undirected
675,lyrik_lemma_l00180088,lyrik_lemma_l00180207,3,undirected
676,lyrik_lemma_l00180089,lyrik_lemma_l00180010,3,undirected
677,lyrik_lemma_l00180089,lyrik_lemma_l00180176,2,undirected
678,lyrik_lemma_l00180089,lyrik_lemma_l00180196,1,undirected
679,lyrik_lemma_l00180090,lyrik_lemma_l00180006,3,undirected
680,lyrik_lemma_l00180090,lyrik_lemma_l00180099,2,undirected
681,lyrik_lemma_l00180090,lyrik_lemma_l00180149,1,undirected
682,lyrik_lemma_l00180090,lyrik_lemma_l00180167,3,undirected
683,lyrik_lemma_l00180091,lyrik_lemma_l00180006,2,undirected
684,lyrik_lemma_l00180091,lyrik_lemma_l00180013,1,undirected
685,lyrik_lemma_l00180091,lyrik_lemma_l00180067,3,undirected
686,lyrik_lemma_l00180092,lyrik_lemma_l00180080,1,undirected
687,lyrik_lemma_l00180092,lyrik_lemma_l00180095,2,undirected
688,lyrik_lemma_l00180092,lyrik_lemma_l00180200,3,undirected
689,lyrik_lemma_l00180093,lyrik_lemma_l00180059,1,undirected
690,lyrik_lemma_l00180093,lyrik_lemma_l00180080,2,undirected
691,lyrik_lemma_l00180093,lyrik_lemma_l00180097,3,undirected
692,lyrik_lemma_l00180093,lyrik_lemma_l00180187,3,undirected
693,lyrik_lemma_l00180094,lyrik_lemma_l00180067,1,undirected
694,lyrik_lemma_l00180094,lyrik_lemma_l00180095,3,undirected
695,lyrik_lemma_l00180094,lyrik_lemma_l00180206,2,undirected
696,lyrik_lemma_l00180095,lyrik_lemma_l00180013,2,undirected
697,lyrik_lemma_l00180095,lyrik_lemma_l00180092,2,undirected
698,lyrik_lemma_l00180095,lyrik_lemma_l00180094,3,undirected
699,lyrik_lemma_l00180095,lyrik_lemma_l00180125,2,undirected
700,lyrik_lemma_l00180095,lyrik_lemma_l00180136,3,undirected
701,lyrik_lemma_l00180095,lyrik_lemma_l00180160,1,undirected
702,lyrik_lemma_l00180095,lyrik_lemma_l00180200,3,undirected
703,lyrik_lemma_l00180095,lyrik_lemma_l00180209,1,undirected
704,lyrik_lemma_l00180096,lyrik_lemma_l00180028,1,undirected
705,lyrik_lemma_l00180096,lyrik_lemma_l00180051,2,undirected
706,lyrik_lemma_l00180096,lyrik_lemma_l00180207,3,undirected
707,lyrik_lemma_l00180097,lyrik_lemma_l00180013,2,undirected
708,lyrik_lemma_l00180097,lyrik_lemma_l00180093,3,undirected
709,lyrik_lemma_l00180097,lyrik_lemma_l00180200,1,undirected
710,lyrik_lemma_l00180098,lyrik_lemma_l00180013,3,undirected
711,lyrik_lemma_l00180098,lyrik_lemma_l00180055,2,undirected
712,lyrik_lemma_l00180098,lyrik_lemma_l00180123,1,undirected
713,lyrik_lemma_l00180098,lyrik_lemma_l00180207,2,undirected
714,lyrik_lemma_l00180099,lyrik_lemma_l00180006,3,undirected
715,lyrik_lemma_l00180099,lyrik_lemma_l00180019,2,undirected
716,lyrik_lemma_l00180099,lyrik_lemma_l00180090,2,undirected
717,lyrik_lemma_l00180099,lyrik_lemma_l00180107,1,undirected
718,lyrik_lemma_l00180099,lyrik_lemma_l00180167,2,undirected
719,lyrik_lemma_l00180099,lyrik_lemma_l00180207,1,undirected
720,lyrik_lemma_l00180100,lyrik_lemma_l00180051,2,undirected
721,lyrik_lemma_l00180100,lyrik_lemma_l00180080,2,undirected
722,lyrik_lemma_l00180100,lyrik_lemma_l00180129,1,undirected
723,lyrik_lemma_l00180100,lyrik_lemma_l00180141,1,undirected
724,lyrik_lemma_l00180100,lyrik_lemma_l00180160,5,undirected
725,lyrik_lemma_l00180100,lyrik_lemma_l00180166,3,undirected
726,lyrik_lemma_l00180100,lyrik_lemma_l00180187,1,undirected
727,lyrik_lemma_l00180100,lyrik_lemma_l00180225,1,undirected
728,lyrik_lemma_l00180100,lyrik_lemma_l00180228,3,undirected
729,lyrik_lemma_l00180101,lyrik_lemma_l00180027,1,undirected
730,lyrik_lemma_l00180101,lyrik_lemma_l00180053,2,undirected
731,lyrik_lemma_l00180101,lyrik_lemma_l00180189,4,undirected
732,lyrik_lemma_l00180101,lyrik_lemma_l00180203,2,undirected
733,lyrik_lemma_l00180102,lyrik_lemma_l00180006,1,undirected
734,lyrik_lemma_l00180102,lyrik_lemma_l00180200,2,undirected
735,lyrik_lemma_l00180102,lyrik_lemma_l00180207,3,undirected
736,lyrik_lemma_l00180103,lyrik_lemma_l00180048,1,undirected
737,lyrik_lemma_l00180103,lyrik_lemma_l00180134,2,undirected
738,lyrik_lemma_l00180103,lyrik_lemma_l00180160,1,undirected
739,lyrik_lemma_l00180103,lyrik_lemma_l00180189,3,undirected
740,lyrik_lemma_l00180104,lyrik_lemma_l00180019,2,undirected
741,lyrik_lemma_l00180104,lyrik_lemma_l00180201,3,undirected
742,lyrik_lemma_l00180104,lyrik_lemma_l00180207,1,undirected
743,lyrik_lemma_l00180105,lyrik_lemma_l00180106,6,undirected
744,lyrik_lemma_l00180105,lyrik_lemma_l00180129,1,undirected
745,lyrik_lemma_l00180105,lyrik_lemma_l00180134,2,undirected
746,lyrik_lemma_l00180105,lyrik_lemma_l00180190,2,undirected
747,lyrik_lemma_l00180106,lyrik_lemma_l00180013,1,undirected
748,lyrik_lemma_l00180106,lyrik_lemma_l00180105,6,undirected
749,lyrik_lemma_l00180106,lyrik_lemma_l00180200,2,undirected
750,lyrik_lemma_l00180107,lyrik_lemma_l00180053,2,undirected
751,lyrik_lemma_l00180107,lyrik_lemma_l00180099,1,undirected
752,lyrik_lemma_l00180107,lyrik_lemma_l00180125,3,undirected
753,lyrik_lemma_l00180108,lyrik_lemma_l00180197,1,undirected
754,lyrik_lemma_l00180108,lyrik_lemma_l00180200,3,undirected
755,lyrik_lemma_l00180108,lyrik_lemma_l00180207,2,undirected
756,lyrik_lemma_l00180109,lyrik_lemma_l00180006,3,undirected
757,lyrik_lemma_l00180109,lyrik_lemma_l00180204,1,undirected
758,lyrik_lemma_l00180109,lyrik_lemma_l00180207,2,undirected
759,lyrik_lemma_l00180110,lyrik_lemma_l00180008,2,undirected
760,lyrik_lemma_l00180110,lyrik_lemma_l00180013,3,undirected
761,lyrik_lemma_l00180110,lyrik_lemma_l00180207,1,undirected
762,lyrik_lemma_l00180111,lyrik_lemma_l00180124,3,undirected
763,lyrik_lemma_l00180111,lyrik_lemma_l00180142,1,undirected
764,lyrik_lemma_l00180111,lyrik_lemma_l00180197,2,undirected
765,lyrik_lemma_l00180112,lyrik_lemma_l00180113,3,undirected
766,lyrik_lemma_l00180112,lyrik_lemma_l00180170,2,undirected
767,lyrik_lemma_l00180112,lyrik_lemma_l00180227,1,undirected
768,lyrik_lemma_l00180113,lyrik_lemma_l00180112,3,undirected
769,lyrik_lemma_l00180113,lyrik_lemma_l00180114,3,undirected
770,lyrik_lemma_l00180113,lyrik_lemma_l00180115,2,undirected
771,lyrik_lemma_l00180113,lyrik_lemma_l00180116,2,undirected
772,lyrik_lemma_l00180113,lyrik_lemma_l00180119,3,undirected
773,lyrik_lemma_l00180113,lyrik_lemma_l00180120,5,undirected
774,lyrik_lemma_l00180113,lyrik_lemma_l00180129,4,undirected
775,lyrik_lemma_l00180113,lyrik_lemma_l00180160,1,undirected
776,lyrik_lemma_l00180113,lyrik_lemma_l00180225,2,undirected
777,lyrik_lemma_l00180114,lyrik_lemma_l00180113,3,undirected
778,lyrik_lemma_l00180114,lyrik_lemma_l00180129,2,undirected
779,lyrik_lemma_l00180114,lyrik_lemma_l00180220,1,undirected
780,lyrik_lemma_l00180115,lyrik_lemma_l00180113,2,undirected
781,lyrik_lemma_l00180115,lyrik_lemma_l00180160,1,undirected
782,lyrik_lemma_l00180115,lyrik_lemma_l00180189,3,undirected
783,lyrik_lemma_l00180116,epik_lemma_brentano,1,undirected
784,lyrik_lemma_l00180116,lyrik_lemma_l00180060,2,undirected
785,lyrik_lemma_l00180116,lyrik_lemma_l00180113,2,undirected
786,lyrik_lemma_l00180116,lyrik_lemma_l00180129,3,undirected
787,lyrik_lemma_l00180116,lyrik_lemma_l00180182,2,undirected
788,lyrik_lemma_l00180117,lyrik_lemma_l00180013,2,undirected
789,lyrik_lemma_l00180117,lyrik_lemma_l00180049,3,undirected
790,lyrik_lemma_l00180117,lyrik_lemma_l00180067,1,undirected
791,lyrik_lemma_l00180118,lyrik_lemma_l00180199,2,undirected
792,lyrik_lemma_l00180118,lyrik_lemma_l00180226,3,undirected
793,lyrik_lemma_l00180118,lyrik_lemma_l00180227,1,undirected
